Gene	GOID	ONTOLOGY	TERM
MYCTH_2068493	GO:0009396	BP	folic acid-containing compound biosynthetic process
MYCTH_2068493	GO:0044237	BP	cellular metabolic process
MYCTH_2068493	GO:0004156	MF	dihydropteroate synthase activity
MYCTH_2068493	GO:0009396	BP	folic acid-containing compound biosynthetic process
MYCTH_2068755	GO:0003824	MF	catalytic activity
MYCTH_2068755	GO:0005975	BP	carbohydrate metabolic process
MYCTH_2068755	GO:0016810	MF	hydrolase activity
MYCTH_2068755	GO:0005975	BP	 acting on carbon-nitrogen (but not peptide) bonds
MYCTH_2069012	GO:0003676	MF	nucleic acid binding
MYCTH_2069012	GO:0015074	BP	DNA integration
MYCTH_2069159	GO:0055085	BP	transmembrane transport
MYCTH_2069159	GO:0016020	CC	membrane
MYCTH_2069159	GO:0022857	MF	transmembrane transporter activity
MYCTH_2069205	GO:0006629	BP	lipid metabolic process
MYCTH_2069347	GO:0006488	BP	dolichol-linked oligosaccharide biosynthetic process
MYCTH_2069347	GO:0106073	MF	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1
MYCTH_2069574	GO:0004401	MF	histidinol-phosphatase activity
MYCTH_2069574	GO:0000105	BP	histidine biosynthetic process
MYCTH_2069574	GO:0003824	MF	catalytic activity
MYCTH_2069697	GO:0016021	CC	integral component of membrane
MYCTH_2069736	GO:0055114	BP	oxidation-reduction process
MYCTH_2069956	GO:0016787	MF	hydrolase activity
MYCTH_2070001	GO:0005524	MF	ATP binding
MYCTH_2070001	GO:0005524	MF	ATP binding
MYCTH_2070001	GO:0046872	MF	metal ion binding
MYCTH_2070001	GO:0008716	MF	D-alanine-D-alanine ligase activity
MYCTH_2070221	GO:0005524	MF	ATP binding
MYCTH_2070352	GO:0031047	BP	gene silencing by RNA
MYCTH_2070352	GO:0033167	CC	ARC complex
MYCTH_2070572	GO:0006351	BP	transcription
MYCTH_2070572	GO:0005634	CC	 DNA-templated
MYCTH_2070572	GO:0003677	MF	nucleus
MYCTH_2070572	GO:0008270	MF	DNA binding
MYCTH_2070655	GO:0005666	CC	RNA polymerase III complex
MYCTH_2070655	GO:0006384	BP	transcription initiation from RNA polymerase III promoter
MYCTH_2070655	GO:0006352	BP	DNA-templated transcription
MYCTH_2070655	GO:0030880	CC	 initiation
MYCTH_2070655	GO:0044237	BP	RNA polymerase complex
MYCTH_2070655	GO:0003824	MF	cellular metabolic process
MYCTH_2070655	GO:0000166	MF	catalytic activity
MYCTH_2070700	GO:0016705	MF	oxidoreductase activity
MYCTH_2070700	GO:0020037	MF	 acting on paired donors
MYCTH_2070700	GO:0005506	MF	 with incorporation or reduction of molecular oxygen
MYCTH_2070700	GO:0055114	BP	heme binding
MYCTH_2070790	GO:0042025	CC	host cell nucleus
MYCTH_2070790	GO:0006355	BP	regulation of transcription
MYCTH_2070790	GO:0000981	MF	 DNA-templated
MYCTH_2070790	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2070850	GO:0046982	MF	protein heterodimerization activity
MYCTH_2070850	GO:0006281	BP	DNA repair
MYCTH_2070850	GO:0051382	BP	kinetochore assembly
MYCTH_2071028	GO:0006260	BP	DNA replication
MYCTH_2071028	GO:0005664	CC	nuclear origin of replication recognition complex
MYCTH_2071028	GO:0003677	MF	DNA binding
MYCTH_2071169	GO:0046982	MF	protein heterodimerization activity
MYCTH_2071169	GO:0003677	MF	DNA binding
MYCTH_2071169	GO:0042025	CC	host cell nucleus
MYCTH_2071169	GO:0003677	MF	DNA binding
MYCTH_2071169	GO:0000786	CC	nucleosome
MYCTH_2071270	GO:0005515	MF	protein binding
MYCTH_2071301	GO:0035246	BP	peptidyl-arginine N-methylation
MYCTH_2071301	GO:0008168	MF	methyltransferase activity
MYCTH_2071301	GO:0006479	BP	protein methylation
MYCTH_2071301	GO:0016274	MF	protein-arginine N-methyltransferase activity
MYCTH_2071301	GO:0018216	BP	peptidyl-arginine methylation
MYCTH_2071423	GO:0005515	MF	protein binding
MYCTH_2071579	GO:0032977	MF	membrane insertase activity
MYCTH_2071579	GO:0016021	CC	integral component of membrane
MYCTH_2071661	GO:0042025	CC	host cell nucleus
MYCTH_2071661	GO:0006355	BP	regulation of transcription
MYCTH_2071661	GO:0000981	MF	 DNA-templated
MYCTH_2071661	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2071684	GO:0003968	MF	RNA-directed 5'-3' RNA polymerase activity
MYCTH_2071905	GO:0016787	MF	hydrolase activity
MYCTH_2071905	GO:0016788	MF	hydrolase activity
MYCTH_2071905	GO:0006397	BP	 acting on ester bonds
MYCTH_2072063	GO:0022857	MF	transmembrane transporter activity
MYCTH_2072063	GO:0055085	BP	transmembrane transport
MYCTH_2072063	GO:0022857	MF	transmembrane transporter activity
MYCTH_2072093	GO:0004190	MF	aspartic-type endopeptidase activity
MYCTH_2072093	GO:0006508	BP	proteolysis
MYCTH_2072383	GO:0004553	MF	hydrolase activity
MYCTH_2072383	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
MYCTH_2072459	GO:0008270	MF	zinc ion binding
MYCTH_2072459	GO:0003676	MF	nucleic acid binding
MYCTH_2072733	GO:0005524	MF	ATP binding
MYCTH_2072733	GO:0003676	MF	nucleic acid binding
MYCTH_2072733	GO:0006310	BP	DNA recombination
MYCTH_2072733	GO:0004386	MF	helicase activity
MYCTH_2072958	GO:0030289	CC	protein phosphatase 4 complex
MYCTH_2072958	GO:0019888	MF	protein phosphatase regulator activity
MYCTH_2073127	GO:0005784	CC	Sec61 translocon complex
MYCTH_2073127	GO:0006886	BP	intracellular protein transport
MYCTH_2073132	GO:0005515	MF	protein binding
MYCTH_2073197	GO:0005525	MF	GTP binding
MYCTH_2073197	GO:0007264	BP	small GTPase mediated signal transduction
MYCTH_2073197	GO:0005525	MF	GTP binding
MYCTH_2073197	GO:0003924	MF	GTPase activity
MYCTH_2073197	GO:0005525	MF	GTP binding
MYCTH_2073265	GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity
MYCTH_2073265	GO:0019901	MF	protein kinase binding
MYCTH_2073485	GO:0055085	BP	transmembrane transport
MYCTH_2073485	GO:0008324	MF	cation transmembrane transporter activity
MYCTH_2073485	GO:0016021	CC	integral component of membrane
MYCTH_2073485	GO:0006812	BP	cation transport
MYCTH_2073591	GO:0016787	MF	hydrolase activity
MYCTH_2074077	GO:0006360	BP	transcription by RNA polymerase I
MYCTH_2074077	GO:0070860	CC	RNA polymerase I core factor complex
MYCTH_2074077	GO:0001188	BP	RNA polymerase I preinitiation complex assembly
MYCTH_2074077	GO:0001164	MF	RNA polymerase I core promoter sequence-specific DNA binding
MYCTH_2074154	GO:0006351	BP	transcription
MYCTH_2074154	GO:0005634	CC	 DNA-templated
MYCTH_2074154	GO:0003677	MF	nucleus
MYCTH_2074154	GO:0008270	MF	DNA binding
MYCTH_2074176	GO:0005509	MF	calcium ion binding
MYCTH_2074326	GO:0008270	MF	zinc ion binding
MYCTH_2074408	GO:0005515	MF	protein binding
MYCTH_2074408	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
MYCTH_2074571	GO:0005515	MF	protein binding
MYCTH_2074905	GO:0006006	BP	glucose metabolic process
MYCTH_2074905	GO:0055114	BP	oxidation-reduction process
MYCTH_2074905	GO:0050661	MF	NADP binding
MYCTH_2074905	GO:0004345	MF	glucose-6-phosphate dehydrogenase activity
MYCTH_2074905	GO:0006006	BP	glucose metabolic process
MYCTH_2074905	GO:0055114	BP	oxidation-reduction process
MYCTH_2074905	GO:0006006	BP	glucose metabolic process
MYCTH_2074905	GO:0004345	MF	glucose-6-phosphate dehydrogenase activity
MYCTH_2074905	GO:0055114	BP	oxidation-reduction process
MYCTH_2074905	GO:0050661	MF	NADP binding
MYCTH_2074905	GO:0006006	BP	glucose metabolic process
MYCTH_2074905	GO:0016614	MF	oxidoreductase activity
MYCTH_2074905	GO:0055114	BP	 acting on CH-OH group of donors
MYCTH_2075102	GO:0005525	MF	GTP binding
MYCTH_2075102	GO:0005525	MF	GTP binding
MYCTH_2075102	GO:0003924	MF	GTPase activity
MYCTH_2075489	GO:0006412	BP	translation
MYCTH_2075489	GO:0005840	CC	ribosome
MYCTH_2075489	GO:0003735	MF	structural constituent of ribosome
MYCTH_2075565	GO:0006412	BP	translation
MYCTH_2075738	GO:0003824	MF	catalytic activity
MYCTH_2075799	GO:0005524	MF	ATP binding
MYCTH_2075799	GO:0006418	BP	tRNA aminoacylation for protein translation
MYCTH_2075799	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2075799	GO:0000166	MF	nucleotide binding
MYCTH_2075799	GO:0005524	MF	ATP binding
MYCTH_2075799	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2075799	GO:0006418	BP	tRNA aminoacylation for protein translation
MYCTH_2075799	GO:0000166	MF	nucleotide binding
MYCTH_2075799	GO:0005737	CC	cytoplasm
MYCTH_2075799	GO:0005524	MF	ATP binding
MYCTH_2075799	GO:0004812	MF	aminoacyl-tRNA ligase activity
MYCTH_2075799	GO:0005524	MF	ATP binding
MYCTH_2075799	GO:0016874	MF	ligase activity
MYCTH_2075999	GO:0009058	BP	biosynthetic process
MYCTH_2075999	GO:0003824	MF	catalytic activity
MYCTH_2075999	GO:0003849	MF	3-deoxy-7-phosphoheptulonate synthase activity
MYCTH_2075999	GO:0009073	BP	aromatic amino acid family biosynthetic process
MYCTH_2076088	GO:0009231	BP	riboflavin biosynthetic process
MYCTH_2076088	GO:0000906	MF	6
MYCTH_2076088	GO:0009231	BP	7-dimethyl-8-ribityllumazine synthase activity
MYCTH_2076088	GO:0009349	CC	riboflavin biosynthetic process
MYCTH_2076157	GO:0016192	BP	vesicle-mediated transport
MYCTH_2076157	GO:0016192	BP	vesicle-mediated transport
MYCTH_2076157	GO:0016021	CC	integral component of membrane
MYCTH_2076503	GO:0005524	MF	ATP binding
MYCTH_2076503	GO:0030163	BP	protein catabolic process
MYCTH_2076503	GO:0005737	CC	cytoplasm
MYCTH_2076503	GO:0016787	MF	hydrolase activity
MYCTH_2076770	GO:0016491	MF	oxidoreductase activity
MYCTH_2076770	GO:0055114	BP	oxidation-reduction process
MYCTH_2076770	GO:0005739	CC	mitochondrion
MYCTH_2076976	GO:0022857	MF	transmembrane transporter activity
MYCTH_2076976	GO:0055085	BP	transmembrane transport
MYCTH_2076976	GO:0016020	CC	membrane
MYCTH_2076976	GO:0022857	MF	transmembrane transporter activity
MYCTH_2076976	GO:0055085	BP	transmembrane transport
MYCTH_2076976	GO:0022857	MF	transmembrane transporter activity
MYCTH_2076976	GO:0016021	CC	integral component of membrane
MYCTH_2076976	GO:0055085	BP	transmembrane transport
MYCTH_2076976	GO:0016021	CC	integral component of membrane
MYCTH_2076976	GO:0022857	MF	transmembrane transporter activity
MYCTH_2077028	GO:0016480	BP	negative regulation of transcription by RNA polymerase III
MYCTH_2077636	GO:0006468	BP	protein phosphorylation
MYCTH_2077636	GO:0005524	MF	ATP binding
MYCTH_2077636	GO:0004672	MF	protein kinase activity
MYCTH_2077636	GO:0006468	BP	protein phosphorylation
MYCTH_2077636	GO:0004672	MF	protein kinase activity
MYCTH_2077803	GO:0007165	BP	signal transduction
MYCTH_2077803	GO:0016020	CC	membrane
MYCTH_2077803	GO:0005525	MF	GTP binding
MYCTH_2077803	GO:0005525	MF	GTP binding
MYCTH_2077803	GO:0003924	MF	GTPase activity
MYCTH_2077803	GO:0005525	MF	GTP binding
MYCTH_2077959	GO:0005525	MF	GTP binding
MYCTH_2077959	GO:0003924	MF	GTPase activity
MYCTH_2077959	GO:0005525	MF	GTP binding
MYCTH_2078041	GO:0006364	BP	rRNA processing
MYCTH_2078128	GO:0009058	BP	biosynthetic process
MYCTH_2078128	GO:0016742	MF	hydroxymethyl-
MYCTH_2078128	GO:0004644	MF	 formyl- and related transferase activity
MYCTH_2078128	GO:0006189	BP	phosphoribosylglycinamide formyltransferase activity
MYCTH_2078128	GO:0016742	MF	'de novo' IMP biosynthetic process
MYCTH_2078128	GO:0009058	BP	hydroxymethyl-
MYCTH_2079097	GO:0004553	MF	hydrolase activity
MYCTH_2079097	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
MYCTH_2079097	GO:0005618	CC	carbohydrate metabolic process
MYCTH_2079097	GO:0016798	MF	cell wall
MYCTH_2079097	GO:0071555	BP	hydrolase activity
MYCTH_2079764	GO:0006488	BP	dolichol-linked oligosaccharide biosynthetic process
MYCTH_2079764	GO:0003865	MF	3-oxo-5-alpha-steroid 4-dehydrogenase activity
MYCTH_2079764	GO:0006629	BP	lipid metabolic process
MYCTH_2079764	GO:0016627	MF	oxidoreductase activity
MYCTH_2079768	GO:0015986	BP	ATP synthesis coupled proton transport
MYCTH_2079768	GO:0045261	CC	proton-transporting ATP synthase complex
MYCTH_2079768	GO:0046933	MF	 catalytic core F(1)
MYCTH_2079768	GO:0015986	BP	proton-transporting ATP synthase activity
MYCTH_2079774	GO:0005525	MF	GTP binding
MYCTH_2079774	GO:0006886	BP	intracellular protein transport
MYCTH_2079774	GO:0005525	MF	GTP binding
MYCTH_2079857	GO:0005525	MF	GTP binding
MYCTH_2079898	GO:0005525	MF	GTP binding
MYCTH_2080003	GO:0003676	MF	nucleic acid binding
MYCTH_2080045	GO:0006886	BP	intracellular protein transport
MYCTH_2080045	GO:0005741	CC	mitochondrial outer membrane
MYCTH_2080075	GO:0009058	BP	biosynthetic process
MYCTH_2080075	GO:0030170	MF	pyridoxal phosphate binding
MYCTH_2080075	GO:0003824	MF	catalytic activity
MYCTH_2080506	GO:0004122	MF	cystathionine beta-synthase activity
MYCTH_2080506	GO:0005737	CC	cytoplasm
MYCTH_2080506	GO:0019343	BP	cysteine biosynthetic process via cystathionine
MYCTH_2080506	GO:0006535	BP	cysteine biosynthetic process from serine
MYCTH_2080603	GO:0016746	MF	transferase activity
MYCTH_2080603	GO:0004742	MF	 transferring acyl groups
MYCTH_2080603	GO:0045254	CC	dihydrolipoyllysine-residue acetyltransferase activity
MYCTH_2080603	GO:0006090	BP	pyruvate dehydrogenase complex
MYCTH_2080800	GO:0005680	CC	anaphase-promoting complex
MYCTH_2080893	GO:0022857	MF	transmembrane transporter activity
MYCTH_2080893	GO:0055085	BP	transmembrane transport
MYCTH_2080893	GO:0016021	CC	integral component of membrane
MYCTH_2080893	GO:0022857	MF	transmembrane transporter activity
MYCTH_2080893	GO:0055085	BP	transmembrane transport
MYCTH_2080893	GO:0022857	MF	transmembrane transporter activity
MYCTH_2081074	GO:0003676	MF	nucleic acid binding
MYCTH_2081074	GO:0030014	CC	CCR4-NOT complex
MYCTH_2081074	GO:0004842	MF	ubiquitin-protein transferase activity
MYCTH_2081200	GO:0020037	MF	heme binding
MYCTH_2081249	GO:0005515	MF	protein binding
MYCTH_2081249	GO:0005524	MF	ATP binding
MYCTH_2081249	GO:0003676	MF	nucleic acid binding
MYCTH_2081294	GO:0008080	MF	N-acetyltransferase activity
MYCTH_2081554	GO:0055085	BP	transmembrane transport
MYCTH_2081554	GO:0005743	CC	mitochondrial inner membrane
MYCTH_2081554	GO:0022857	MF	transmembrane transporter activity
MYCTH_2081554	GO:0055085	BP	transmembrane transport
MYCTH_2081554	GO:0005347	MF	ATP transmembrane transporter activity
MYCTH_2081599	GO:0016020	CC	membrane
MYCTH_2081891	GO:1902600	BP	proton transmembrane transport
MYCTH_2081891	GO:0016471	CC	vacuolar proton-transporting V-type ATPase complex
MYCTH_2081891	GO:0042626	MF	ATPase-coupled transmembrane transporter activity
MYCTH_2082154	GO:0032543	BP	mitochondrial translation
MYCTH_2082154	GO:0003735	MF	structural constituent of ribosome
MYCTH_2082262	GO:0005992	BP	trehalose biosynthetic process
MYCTH_2082262	GO:0003824	MF	catalytic activity
MYCTH_2082262	GO:0003825	MF	alpha
MYCTH_2082262	GO:0005992	BP	alpha-trehalose-phosphate synthase (UDP-forming) activity
MYCTH_2082283	GO:0030246	MF	carbohydrate binding
MYCTH_2082283	GO:0016853	MF	isomerase activity
MYCTH_2082283	GO:0005975	BP	carbohydrate metabolic process
MYCTH_2082283	GO:0003824	MF	catalytic activity
MYCTH_2082283	GO:0005975	BP	carbohydrate metabolic process
MYCTH_2082283	GO:0030246	MF	carbohydrate binding
MYCTH_2082522	GO:0006357	BP	regulation of transcription by RNA polymerase II
MYCTH_2082522	GO:0003700	MF	DNA-binding transcription factor activity
MYCTH_2082917	GO:0016746	MF	transferase activity
MYCTH_2082917	GO:0004149	MF	 transferring acyl groups
MYCTH_2082917	GO:0045252	CC	dihydrolipoyllysine-residue succinyltransferase activity
MYCTH_2082917	GO:0006099	BP	oxoglutarate dehydrogenase complex
MYCTH_2083946	GO:0000166	MF	nucleotide binding
MYCTH_2083946	GO:0015914	BP	phospholipid transport
MYCTH_2083946	GO:0000287	MF	magnesium ion binding
MYCTH_2083946	GO:0005524	MF	ATP binding
MYCTH_2083946	GO:0140326	MF	ATPase-coupled intramembrane lipid transporter activity
MYCTH_2083946	GO:0016021	CC	integral component of membrane
MYCTH_2084007	GO:0035091	MF	phosphatidylinositol binding
MYCTH_2084007	GO:0032266	MF	phosphatidylinositol-3-phosphate binding
MYCTH_2084160	GO:0003676	MF	nucleic acid binding
MYCTH_2084256	GO:0005524	MF	ATP binding
MYCTH_2084256	GO:0030163	BP	protein catabolic process
MYCTH_2084256	GO:0005737	CC	cytoplasm
MYCTH_2084256	GO:0016787	MF	hydrolase activity
MYCTH_2084467	GO:0005524	MF	ATP binding
MYCTH_2084467	GO:0003676	MF	nucleic acid binding
MYCTH_2084531	GO:0016668	MF	oxidoreductase activity
MYCTH_2084531	GO:0055114	BP	 acting on a sulfur group of donors
MYCTH_2084531	GO:0016491	MF	 NAD(P) as acceptor
MYCTH_2084531	GO:0050660	MF	oxidation-reduction process
MYCTH_2084531	GO:0050661	MF	oxidoreductase activity
MYCTH_2084531	GO:0006749	BP	flavin adenine dinucleotide binding
MYCTH_2084531	GO:0055114	BP	NADP binding
MYCTH_2084531	GO:0004362	MF	glutathione metabolic process
MYCTH_2084531	GO:0050660	MF	oxidation-reduction process
MYCTH_2084531	GO:0016491	MF	glutathione-disulfide reductase activity
MYCTH_2084531	GO:0055114	BP	flavin adenine dinucleotide binding
MYCTH_2084531	GO:0016491	MF	oxidoreductase activity
MYCTH_2084531	GO:0055114	BP	oxidation-reduction process
MYCTH_2084531	GO:0055114	BP	oxidoreductase activity
MYCTH_2084531	GO:0045454	BP	oxidation-reduction process
MYCTH_2084627	GO:0070122	MF	isopeptidase activity
MYCTH_2084627	GO:0008237	MF	metallopeptidase activity
MYCTH_2084627	GO:0005515	MF	protein binding
MYCTH_2084627	GO:0005838	CC	proteasome regulatory particle
MYCTH_2085059	GO:0009082	BP	branched-chain amino acid biosynthetic process
MYCTH_2085059	GO:1990610	MF	acetolactate synthase regulator activity
MYCTH_2085453	GO:0016857	MF	racemase and epimerase activity
MYCTH_2086155	GO:0016491	MF	oxidoreductase activity
MYCTH_2086155	GO:0055114	BP	oxidation-reduction process
MYCTH_2086155	GO:0050661	MF	NADP binding
MYCTH_2086155	GO:0055114	BP	oxidation-reduction process
MYCTH_2086155	GO:0034968	BP	histone lysine methylation
MYCTH_2086155	GO:0005634	CC	nucleus
MYCTH_2086155	GO:0018024	MF	histone-lysine N-methyltransferase activity
MYCTH_2086155	GO:0008270	MF	zinc ion binding
MYCTH_2086155	GO:0005515	MF	protein binding
MYCTH_2086155	GO:0051287	MF	NAD binding
MYCTH_2086212	GO:0005672	CC	transcription factor TFIIA complex
MYCTH_2086212	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
MYCTH_2086391	GO:0051082	MF	unfolded protein binding
MYCTH_2086391	GO:0006457	BP	protein folding
MYCTH_2086391	GO:0005524	MF	ATP binding
MYCTH_2086451	GO:0006298	BP	mismatch repair
MYCTH_2086451	GO:0032300	CC	mismatch repair complex
MYCTH_2086451	GO:0016887	MF	ATPase activity
MYCTH_2086451	GO:0006298	BP	mismatch repair
MYCTH_2086451	GO:0030983	MF	mismatched DNA binding
MYCTH_2086451	GO:0005524	MF	ATP binding
MYCTH_2086451	GO:0030983	MF	mismatched DNA binding
MYCTH_2086451	GO:0006298	BP	mismatch repair
MYCTH_2086451	GO:0005524	MF	ATP binding
MYCTH_2086470	GO:0006412	BP	translation
MYCTH_2086470	GO:0005840	CC	ribosome
MYCTH_2086470	GO:0003735	MF	structural constituent of ribosome
MYCTH_2086520	GO:0005525	MF	GTP binding
MYCTH_2086714	GO:0005515	MF	protein binding
MYCTH_2086729	GO:0016788	MF	hydrolase activity
MYCTH_2086765	GO:0005515	MF	protein binding
MYCTH_2086777	GO:1902600	BP	proton transmembrane transport
MYCTH_2086777	GO:0033180	CC	proton-transporting V-type ATPase
MYCTH_2086777	GO:0046961	MF	 V1 domain
MYCTH_2086777	GO:0034220	BP	proton-transporting ATPase activity
MYCTH_2086957	GO:0006979	BP	response to oxidative stress
MYCTH_2087100	GO:0006164	BP	purine nucleotide biosynthetic process
MYCTH_2087100	GO:0004639	MF	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
MYCTH_2087100	GO:0004639	MF	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
MYCTH_2087100	GO:0006164	BP	purine nucleotide biosynthetic process
MYCTH_2087474	GO:0005737	CC	cytoplasm
MYCTH_2087521	GO:0070072	BP	vacuolar proton-transporting V-type ATPase complex assembly
MYCTH_2087754	GO:0008080	MF	N-acetyltransferase activity
MYCTH_2087807	GO:0004553	MF	hydrolase activity
MYCTH_2087807	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
MYCTH_2087807	GO:0003824	MF	carbohydrate metabolic process
MYCTH_2087807	GO:0005975	BP	catalytic activity
MYCTH_2087807	GO:0030246	MF	carbohydrate metabolic process
MYCTH_2087998	GO:0003676	MF	nucleic acid binding
MYCTH_2088086	GO:0005524	MF	ATP binding
MYCTH_2088086	GO:0015986	BP	ATP synthesis coupled proton transport
MYCTH_2088086	GO:0045261	CC	proton-transporting ATP synthase complex
MYCTH_2088086	GO:0046933	MF	 catalytic core F(1)
MYCTH_2088086	GO:1902600	BP	proton-transporting ATP synthase activity
MYCTH_2088086	GO:0046034	BP	 rotational mechanism
MYCTH_2088086	GO:0015986	BP	proton transmembrane transport
MYCTH_2088086	GO:0032559	MF	ATP metabolic process
MYCTH_2088125	GO:0030126	CC	COPI vesicle coat
MYCTH_2088125	GO:0006890	BP	retrograde vesicle-mediated transport
MYCTH_2088191	GO:0008290	CC	F-actin capping protein complex
MYCTH_2088191	GO:0051016	BP	barbed-end actin filament capping
MYCTH_2088191	GO:0005737	CC	cytoplasm
MYCTH_2088191	GO:0003779	MF	actin binding
MYCTH_2088191	GO:0008290	CC	F-actin capping protein complex
MYCTH_2088191	GO:0030036	BP	actin cytoskeleton organization
MYCTH_2088290	GO:0051082	MF	unfolded protein binding
MYCTH_2088290	GO:0006457	BP	protein folding
MYCTH_2088290	GO:0009408	BP	response to heat
MYCTH_2088290	GO:0005524	MF	ATP binding
MYCTH_2088290	GO:0051082	MF	unfolded protein binding
MYCTH_2088290	GO:0006457	BP	protein folding
MYCTH_2088290	GO:0031072	MF	heat shock protein binding
MYCTH_2088290	GO:0051082	MF	unfolded protein binding
MYCTH_2088454	GO:0004754	MF	saccharopine dehydrogenase (NAD+
MYCTH_2088454	GO:0009085	BP	 L-lysine-forming) activity
MYCTH_2088473	GO:0006412	BP	translation
MYCTH_2088473	GO:0005840	CC	ribosome
MYCTH_2088473	GO:0003735	MF	structural constituent of ribosome
MYCTH_2088766	GO:0046983	MF	protein dimerization activity
MYCTH_2088816	GO:0016020	CC	membrane
MYCTH_2088816	GO:0004576	MF	oligosaccharyl transferase activity
MYCTH_2088816	GO:0006486	BP	protein glycosylation
MYCTH_2088876	GO:0006396	BP	RNA processing
MYCTH_2088876	GO:0005730	CC	nucleolus
MYCTH_2088876	GO:0042254	BP	ribosome biogenesis
MYCTH_2088876	GO:0003824	MF	catalytic activity
MYCTH_2088965	GO:0051082	MF	unfolded protein binding
MYCTH_2088965	GO:0006457	BP	protein folding
MYCTH_2088965	GO:0016272	CC	prefoldin complex
MYCTH_2088965	GO:0006672	BP	ceramide metabolic process
MYCTH_2088965	GO:0016811	MF	hydrolase activity
MYCTH_2088965	GO:0016021	CC	 acting on carbon-nitrogen (but not peptide) bonds
MYCTH_2089163	GO:0005515	MF	protein binding
MYCTH_2089183	GO:0042025	CC	host cell nucleus
MYCTH_2089183	GO:0006355	BP	regulation of transcription
MYCTH_2089183	GO:0000981	MF	 DNA-templated
MYCTH_2089183	GO:0008270	MF	DNA-binding transcription factor activity
MYCTH_2089183	GO:0006351	BP	 RNA polymerase II-specific
MYCTH_2089183	GO:0005634	CC	zinc ion binding
MYCTH_2089183	GO:0003677	MF	transcription
MYCTH_2089183	GO:0008270	MF	 DNA-templated
MYCTH_2089196	GO:0006468	BP	protein phosphorylation
MYCTH_2089196	GO:0004672	MF	protein kinase activity
MYCTH_2089248	GO:0045454	BP	cell redox homeostasis
MYCTH_2089286	GO:0003824	MF	catalytic activity
MYCTH_2089286	GO:0006396	BP	RNA processing
MYCTH_2089286	GO:0003963	MF	RNA-3'-phosphate cyclase activity
MYCTH_2089286	GO:0006396	BP	RNA processing
MYCTH_2089545	GO:0016491	MF	oxidoreductase activity
MYCTH_2089701	GO:0005515	MF	protein binding
MYCTH_2089819	GO:0005886	CC	plasma membrane
MYCTH_2089843	GO:0003700	MF	DNA-binding transcription factor activity
MYCTH_2089843	GO:0006355	BP	regulation of transcription
MYCTH_2089931	GO:0022857	MF	transmembrane transporter activity
MYCTH_2089931	GO:0055085	BP	transmembrane transport
MYCTH_2089931	GO:0022857	MF	transmembrane transporter activity
MYCTH_2090056	GO:0003723	MF	RNA binding
MYCTH_2090056	GO:0009451	BP	RNA modification
MYCTH_2090056	GO:0001522	BP	pseudouridine synthesis
MYCTH_2090056	GO:0009982	MF	pseudouridine synthase activity
MYCTH_2090056	GO:0003723	MF	RNA binding
MYCTH_2090056	GO:0006396	BP	RNA processing
MYCTH_2090061	GO:0008418	MF	protein-N-terminal asparagine amidohydrolase activity
MYCTH_2090061	GO:0070773	MF	protein-N-terminal glutamine amidohydrolase activity
MYCTH_2090554	GO:0016639	MF	oxidoreductase activity
MYCTH_2090554	GO:0006520	BP	 acting on the CH-NH2 group of donors
MYCTH_2090554	GO:0016491	MF	 NAD or NADP as acceptor
MYCTH_2090554	GO:0055114	BP	cellular amino acid metabolic process
MYCTH_2090554	GO:0016639	MF	oxidoreductase activity
MYCTH_2090554	GO:0055114	BP	oxidation-reduction process
MYCTH_2090577	GO:1902600	BP	proton transmembrane transport
MYCTH_2090577	GO:0046034	BP	ATP metabolic process
MYCTH_2090577	GO:1902600	BP	proton transmembrane transport
MYCTH_2090577	GO:0033180	CC	proton-transporting V-type ATPase
MYCTH_2090577	GO:0046961	MF	 V1 domain
MYCTH_2090577	GO:0005524	MF	proton-transporting ATPase activity
MYCTH_2090577	GO:0046034	BP	 rotational mechanism
MYCTH_2090611	GO:0055085	BP	transmembrane transport
MYCTH_2090611	GO:0016020	CC	membrane
MYCTH_2090611	GO:0022857	MF	transmembrane transporter activity
MYCTH_2090680	GO:0006260	BP	DNA replication
MYCTH_2090680	GO:0003677	MF	DNA binding
MYCTH_2090929	GO:0010181	MF	FMN binding
MYCTH_2090930	GO:0032543	BP	mitochondrial translation
MYCTH_2090930	GO:0005762	CC	mitochondrial large ribosomal subunit
MYCTH_2090930	GO:0003735	MF	structural constituent of ribosome
MYCTH_2091001	GO:0006412	BP	translation
MYCTH_2091001	GO:0005840	CC	ribosome
MYCTH_2091001	GO:0003735	MF	structural constituent of ribosome
MYCTH_2091453	GO:0042254	BP	ribosome biogenesis
