Gene	GOID	ONTOLOGY	TERM
NCU00734	GO:0006508	BP	proteolysis
NCU00735	GO:0030686	CC	90S preribosome
NCU00735	GO:0000462	BP	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
NCU00735	GO:0030688	CC	 5.8S rRNA
NCU00735	GO:0005730	CC	 LSU-rRNA)
NCU00736	GO:0008641	MF	ubiquitin-like modifier activating enzyme activity
NCU00736	GO:0002143	BP	tRNA wobble position uridine thiolation
NCU00736	GO:0005829	CC	cytosol
NCU00736	GO:0004792	MF	thiosulfate sulfurtransferase activity
NCU00737	GO:0001405	CC	PAM complex
NCU00741	GO:0003839	MF	gamma-glutamylcyclotransferase activity
NCU00742	GO:0004367	MF	glycerol-3-phosphate dehydrogenase [NAD+] activity
NCU00742	GO:0005975	BP	carbohydrate metabolic process
NCU00742	GO:0055114	BP	oxidation-reduction process
NCU00742	GO:0055114	BP	oxidation-reduction process
NCU00742	GO:0004367	MF	glycerol-3-phosphate dehydrogenase [NAD+] activity
NCU00742	GO:0009331	CC	glycerol-3-phosphate dehydrogenase complex
NCU00742	GO:0006072	BP	glycerol-3-phosphate metabolic process
NCU00742	GO:0055114	BP	oxidation-reduction process
NCU00742	GO:0016491	MF	oxidoreductase activity
NCU00742	GO:0055114	BP	oxidation-reduction process
NCU00742	GO:0004367	MF	glycerol-3-phosphate dehydrogenase [NAD+] activity
NCU00742	GO:0051287	MF	NAD binding
NCU00742	GO:0042803	MF	protein homodimerization activity
NCU00742	GO:0055114	BP	oxidation-reduction process
NCU00742	GO:0051287	MF	NAD binding
NCU00742	GO:0046168	BP	glycerol-3-phosphate catabolic process
NCU00742	GO:0016616	MF	oxidoreductase activity
NCU00742	GO:0055114	BP	 acting on the CH-OH group of donors
NCU00743	GO:0003824	MF	catalytic activity
NCU00743	GO:0004135	MF	amylo-alpha-1
NCU00743	GO:0005978	BP	6-glucosidase activity
NCU00743	GO:0004134	MF	glycogen biosynthetic process
NCU00743	GO:0004135	MF	4-alpha-glucanotransferase activity
NCU00743	GO:0005980	BP	amylo-alpha-1
NCU00743	GO:0004134	MF	6-glucosidase activity
NCU00749	GO:0046983	MF	protein dimerization activity
NCU00754	GO:0022857	MF	transmembrane transporter activity
NCU00754	GO:0022857	MF	transmembrane transporter activity
NCU00754	GO:0055085	BP	transmembrane transport
NCU00755	GO:0042910	MF	xenobiotic transmembrane transporter activity
NCU00755	GO:0015297	MF	antiporter activity
NCU00755	GO:0055085	BP	transmembrane transport
NCU00755	GO:0016020	CC	membrane
NCU00758	GO:0022857	MF	transmembrane transporter activity
NCU00758	GO:0016020	CC	membrane
NCU00758	GO:0055085	BP	transmembrane transport
NCU00762	GO:0030248	MF	cellulose binding
NCU00762	GO:0005975	BP	carbohydrate metabolic process
NCU00762	GO:0005576	CC	extracellular region
NCU00762	GO:0005975	BP	carbohydrate metabolic process
NCU00762	GO:0030248	MF	cellulose binding
NCU00762	GO:0005576	CC	extracellular region
NCU00762	GO:0005975	BP	carbohydrate metabolic process
NCU00762	GO:0004553	MF	hydrolase activity
NCU00763	GO:0004672	MF	protein kinase activity
NCU00763	GO:0006468	BP	protein phosphorylation
NCU00763	GO:0005524	MF	ATP binding
NCU00763	GO:0005524	MF	ATP binding
NCU00765	GO:0016021	CC	integral component of membrane
NCU00765	GO:0006865	BP	amino acid transport
NCU00765	GO:0022857	MF	transmembrane transporter activity
NCU00765	GO:0016020	CC	membrane
NCU00765	GO:0055085	BP	transmembrane transport
NCU00765	GO:0016021	CC	integral component of membrane
NCU00765	GO:0006865	BP	amino acid transport
NCU00765	GO:0055085	BP	transmembrane transport
NCU00768	GO:0003676	MF	nucleic acid binding
NCU00770	GO:0043248	BP	proteasome assembly
NCU00770	GO:0060090	MF	molecular adaptor activity
NCU00771	GO:0005515	MF	protein binding
NCU00772	GO:0004672	MF	protein kinase activity
NCU00772	GO:0006468	BP	protein phosphorylation
NCU00772	GO:0005524	MF	ATP binding
NCU00775	GO:0051287	MF	NAD binding
NCU00775	GO:0016616	MF	oxidoreductase activity
NCU00775	GO:0055114	BP	 acting on the CH-OH group of donors
NCU00775	GO:0000287	MF	 NAD or NADP as acceptor
NCU00775	GO:0004449	MF	oxidation-reduction process
NCU00775	GO:0006099	BP	magnesium ion binding
NCU00775	GO:0055114	BP	isocitrate dehydrogenase (NAD+) activity
NCU00775	GO:0016616	MF	tricarboxylic acid cycle
NCU00775	GO:0055114	BP	oxidation-reduction process
NCU00776	GO:0016491	MF	oxidoreductase activity
NCU00776	GO:0055114	BP	oxidation-reduction process
NCU00776	GO:0004503	MF	monophenol monooxygenase activity
NCU00777	GO:0016435	MF	rRNA (guanine) methyltransferase activity
NCU00777	GO:0070476	BP	rRNA (guanine-N7)-methylation
NCU00777	GO:0008168	MF	methyltransferase activity
NCU00778	GO:0016021	CC	integral component of membrane
NCU00778	GO:0006888	BP	endoplasmic reticulum to Golgi vesicle-mediated transport
NCU00778	GO:0097020	MF	COPII adaptor activity
NCU00780	GO:0055114	BP	oxidation-reduction process
NCU00780	GO:0051287	MF	NAD binding
NCU00780	GO:0051287	MF	NAD binding
NCU00780	GO:0016616	MF	oxidoreductase activity
NCU00780	GO:0055114	BP	 acting on the CH-OH group of donors
NCU00782	GO:0022857	MF	transmembrane transporter activity
NCU00782	GO:0022857	MF	transmembrane transporter activity
NCU00782	GO:0055085	BP	transmembrane transport
NCU00784	GO:0004499	MF	N
NCU00784	GO:0050661	MF	N-dimethylaniline monooxygenase activity
NCU00784	GO:0055114	BP	NADP binding
NCU00784	GO:0050660	MF	oxidation-reduction process
NCU00784	GO:0055114	BP	flavin adenine dinucleotide binding
NCU00784	GO:0050660	MF	oxidation-reduction process
NCU00784	GO:0050661	MF	flavin adenine dinucleotide binding
NCU00786	GO:0016021	CC	integral component of membrane
NCU00786	GO:0007166	BP	cell surface receptor signaling pathway
NCU00786	GO:0004888	MF	transmembrane signaling receptor activity
NCU00786	GO:0016021	CC	integral component of membrane
NCU00786	GO:0007186	BP	G protein-coupled receptor signaling pathway
NCU00786	GO:0004930	MF	G protein-coupled receptor activity
NCU00788	GO:0003924	MF	GTPase activity
NCU00788	GO:0005525	MF	GTP binding
NCU00788	GO:0005525	MF	GTP binding
NCU00789	GO:0016020	CC	membrane
NCU00790	GO:0015079	MF	potassium ion transmembrane transporter activity
NCU00790	GO:0071805	BP	potassium ion transmembrane transport
NCU00790	GO:0016020	CC	membrane
NCU00792	GO:0009081	BP	branched-chain amino acid metabolic process
NCU00792	GO:0004084	MF	branched-chain-amino-acid transaminase activity
NCU00792	GO:0003824	MF	catalytic activity
NCU00793	GO:0005992	BP	trehalose biosynthetic process
NCU00793	GO:0003824	MF	catalytic activity
NCU00794	GO:0005515	MF	protein binding
NCU00795	GO:0016021	CC	integral component of membrane
NCU00795	GO:0055085	BP	transmembrane transport
NCU00796	GO:0016787	MF	hydrolase activity
NCU00797	GO:0003824	MF	catalytic activity
NCU00800	GO:0004672	MF	protein kinase activity
NCU00800	GO:0006468	BP	protein phosphorylation
NCU00800	GO:0005524	MF	ATP binding
NCU00800	GO:0005515	MF	protein binding
NCU00801	GO:0022857	MF	transmembrane transporter activity
NCU00801	GO:0055085	BP	transmembrane transport
NCU00801	GO:0016020	CC	membrane
NCU00801	GO:0016021	CC	integral component of membrane
NCU00801	GO:0022857	MF	transmembrane transporter activity
NCU00801	GO:0055085	BP	transmembrane transport
NCU00801	GO:0022857	MF	transmembrane transporter activity
NCU00803	GO:0022857	MF	transmembrane transporter activity
NCU00803	GO:0022857	MF	transmembrane transporter activity
NCU00803	GO:0055085	BP	transmembrane transport
NCU00808	GO:0003677	MF	DNA binding
NCU00808	GO:0005634	CC	nucleus
NCU00808	GO:0006351	BP	transcription
NCU00808	GO:0008270	MF	 DNA-templated
NCU00809	GO:0016021	CC	integral component of membrane
NCU00809	GO:0022857	MF	transmembrane transporter activity
NCU00809	GO:0055085	BP	transmembrane transport
NCU00809	GO:0022857	MF	transmembrane transporter activity
NCU00809	GO:0022857	MF	transmembrane transporter activity
NCU00809	GO:0055085	BP	transmembrane transport
NCU00809	GO:0016020	CC	membrane
NCU00810	GO:0005975	BP	carbohydrate metabolic process
NCU00810	GO:0004553	MF	hydrolase activity
NCU00810	GO:0030246	MF	 hydrolyzing O-glycosyl compounds
NCU00810	GO:0005975	BP	carbohydrate binding
NCU00810	GO:0003824	MF	carbohydrate metabolic process
NCU00810	GO:0005975	BP	catalytic activity
NCU00810	GO:0009341	CC	carbohydrate metabolic process
NCU00810	GO:0004565	MF	beta-galactosidase complex
NCU00810	GO:0030246	MF	beta-galactosidase activity
NCU00810	GO:0016798	MF	carbohydrate binding
NCU00811	GO:0019863	MF	IgE binding
NCU00811	GO:0005576	CC	extracellular region
NCU00813	GO:0045454	BP	cell redox homeostasis
NCU00818	GO:0006629	BP	lipid metabolic process
NCU00818	GO:0008081	MF	phosphoric diester hydrolase activity
NCU00821	GO:0022857	MF	transmembrane transporter activity
NCU00821	GO:0055085	BP	transmembrane transport
NCU00821	GO:0016020	CC	membrane
NCU00821	GO:0016021	CC	integral component of membrane
NCU00821	GO:0022857	MF	transmembrane transporter activity
NCU00821	GO:0055085	BP	transmembrane transport
NCU00821	GO:0022857	MF	transmembrane transporter activity
NCU00823	GO:0061578	MF	Lys63-specific deubiquitinase activity
NCU00823	GO:0008237	MF	metallopeptidase activity
NCU00823	GO:0070122	MF	isopeptidase activity
NCU00823	GO:0008237	MF	metallopeptidase activity
NCU00823	GO:0005515	MF	protein binding
NCU00824	GO:0004407	MF	histone deacetylase activity
NCU00824	GO:0016575	BP	histone deacetylation
NCU00829	GO:0016491	MF	oxidoreductase activity
NCU00829	GO:0055114	BP	oxidation-reduction process
NCU00830	GO:0005375	MF	copper ion transmembrane transporter activity
NCU00830	GO:0016021	CC	integral component of membrane
NCU00830	GO:0035434	BP	copper ion transmembrane transport
NCU00834	GO:0022857	MF	transmembrane transporter activity
NCU00834	GO:0055085	BP	transmembrane transport
NCU00836	GO:0030248	MF	cellulose binding
NCU00836	GO:0005975	BP	carbohydrate metabolic process
NCU00836	GO:0005576	CC	extracellular region
NCU00836	GO:0005975	BP	carbohydrate metabolic process
NCU00836	GO:0030248	MF	cellulose binding
NCU00836	GO:0005576	CC	extracellular region
NCU00837	GO:0055114	BP	oxidation-reduction process
NCU00837	GO:0004616	MF	phosphogluconate dehydrogenase (decarboxylating) activity
NCU00837	GO:0055114	BP	oxidation-reduction process
NCU00837	GO:0004616	MF	phosphogluconate dehydrogenase (decarboxylating) activity
NCU00837	GO:0006098	BP	pentose-phosphate shunt
NCU00837	GO:0050661	MF	NADP binding
NCU00837	GO:0055114	BP	oxidation-reduction process
NCU00837	GO:0016491	MF	oxidoreductase activity
NCU00837	GO:0055114	BP	oxidation-reduction process
NCU00843	GO:0009058	BP	biosynthetic process
NCU00843	GO:0016742	MF	hydroxymethyl-
NCU00843	GO:0006189	BP	 formyl- and related transferase activity
NCU00843	GO:0004644	MF	'de novo' IMP biosynthetic process
NCU00852	GO:0005975	BP	carbohydrate metabolic process
NCU00852	GO:0004553	MF	hydrolase activity
NCU00856	GO:0030638	BP	polyketide metabolic process
NCU00857	GO:0022857	MF	transmembrane transporter activity
NCU00857	GO:0055085	BP	transmembrane transport
NCU00857	GO:0022857	MF	transmembrane transporter activity
NCU00860	GO:0016020	CC	membrane
NCU00860	GO:0055085	BP	transmembrane transport
NCU00860	GO:0046873	MF	metal ion transmembrane transporter activity
NCU00860	GO:0030001	BP	metal ion transport
NCU00864	GO:0003824	MF	catalytic activity
NCU00865	GO:0045735	MF	nutrient reservoir activity
NCU00865	GO:0033609	BP	oxalate metabolic process
NCU00870	GO:0005515	MF	protein binding
NCU00872	GO:0005886	CC	plasma membrane
NCU00874	GO:0005515	MF	protein binding
NCU00874	GO:0001682	BP	tRNA 5'-leader removal
NCU00874	GO:0005655	CC	nucleolar ribonuclease P complex
NCU00874	GO:0000172	CC	ribonuclease MRP complex
NCU00875	GO:0022857	MF	transmembrane transporter activity
NCU00875	GO:0055085	BP	transmembrane transport
NCU00875	GO:0022857	MF	transmembrane transporter activity
NCU00876	GO:0016491	MF	oxidoreductase activity
NCU00876	GO:0055114	BP	oxidation-reduction process
NCU00880	GO:0005515	MF	protein binding
NCU00880	GO:0043161	BP	proteasome-mediated ubiquitin-dependent protein catabolic process
NCU00880	GO:0043130	MF	ubiquitin binding
NCU00884	GO:0003824	MF	catalytic activity
NCU00889	GO:0005525	MF	GTP binding
NCU00889	GO:0003924	MF	GTPase activity
NCU00889	GO:0005525	MF	GTP binding
NCU00890	GO:0005975	BP	carbohydrate metabolic process
NCU00890	GO:0004553	MF	hydrolase activity
NCU00891	GO:0016491	MF	oxidoreductase activity
NCU00891	GO:0055114	BP	oxidation-reduction process
NCU00891	GO:0016491	MF	oxidoreductase activity
NCU00891	GO:0008270	MF	zinc ion binding
NCU00891	GO:0055114	BP	oxidation-reduction process
NCU00893	GO:0004326	MF	tetrahydrofolylpolyglutamate synthase activity
NCU00893	GO:0009396	BP	folic acid-containing compound biosynthetic process
NCU00893	GO:0005524	MF	ATP binding
NCU00893	GO:0005524	MF	ATP binding
NCU00893	GO:0009058	BP	biosynthetic process
NCU00893	GO:0016874	MF	ligase activity
NCU00893	GO:0005524	MF	ATP binding
NCU00893	GO:0009058	BP	biosynthetic process
NCU00895	GO:0005525	MF	GTP binding
NCU00895	GO:0003924	MF	GTPase activity
NCU00895	GO:0005525	MF	GTP binding
NCU00896	GO:0042578	MF	phosphoric ester hydrolase activity
NCU00898	GO:0005515	MF	protein binding
NCU00900	GO:0019888	MF	protein phosphatase regulator activity
NCU00900	GO:0030289	CC	protein phosphatase 4 complex
NCU00901	GO:0005634	CC	nucleus
NCU00901	GO:0000723	BP	telomere maintenance
NCU00901	GO:0016887	MF	ATPase activity
NCU00901	GO:0030870	CC	Mre11 complex
NCU00901	GO:0006281	BP	DNA repair
NCU00902	GO:0008270	MF	zinc ion binding
NCU00902	GO:0006355	BP	regulation of transcription
NCU00902	GO:0043565	MF	 DNA-templated
NCU00902	GO:0008270	MF	sequence-specific DNA binding
NCU00902	GO:0006355	BP	zinc ion binding
NCU00902	GO:0005515	MF	regulation of transcription
NCU00904	GO:0071949	MF	FAD binding
NCU00904	GO:0016491	MF	oxidoreductase activity
NCU00904	GO:0055114	BP	oxidation-reduction process
NCU00904	GO:0050660	MF	flavin adenine dinucleotide binding
NCU00904	GO:0050660	MF	flavin adenine dinucleotide binding
NCU00904	GO:0003824	MF	catalytic activity
NCU00904	GO:0050660	MF	flavin adenine dinucleotide binding
NCU00905	GO:0016787	MF	hydrolase activity
NCU00913	GO:0016021	CC	integral component of membrane
NCU00913	GO:0006506	BP	GPI anchor biosynthetic process
NCU00913	GO:0016746	MF	transferase activity
NCU00914	GO:0004672	MF	protein kinase activity
NCU00914	GO:0006468	BP	protein phosphorylation
NCU00914	GO:0005524	MF	ATP binding
NCU00914	GO:0004672	MF	protein kinase activity
NCU00914	GO:0006468	BP	protein phosphorylation
NCU00914	GO:0005524	MF	ATP binding
NCU00914	GO:0006468	BP	protein phosphorylation
NCU00914	GO:0004674	MF	protein serine/threonine kinase activity
NCU00915	GO:0005737	CC	cytoplasm
NCU00915	GO:0000166	MF	nucleotide binding
NCU00915	GO:0004815	MF	aspartate-tRNA ligase activity
NCU00915	GO:0006422	BP	aspartyl-tRNA aminoacylation
NCU00915	GO:0005524	MF	ATP binding
NCU00915	GO:0000166	MF	nucleotide binding
NCU00915	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU00915	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU00915	GO:0005524	MF	ATP binding
NCU00915	GO:0003676	MF	nucleic acid binding
NCU00916	GO:0016021	CC	integral component of membrane
NCU00916	GO:0055085	BP	transmembrane transport
NCU00919	GO:0003676	MF	nucleic acid binding
NCU00919	GO:0005524	MF	ATP binding
NCU00920	GO:0000049	MF	tRNA binding
NCU00920	GO:0000166	MF	nucleotide binding
NCU00920	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU00920	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU00920	GO:0005524	MF	ATP binding
NCU00920	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU00920	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU00920	GO:0002161	MF	aminoacyl-tRNA editing activity
NCU00920	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU00920	GO:0006428	BP	isoleucyl-tRNA aminoacylation
NCU00920	GO:0004822	MF	isoleucine-tRNA ligase activity
NCU00920	GO:0000166	MF	nucleotide binding
NCU00920	GO:0005524	MF	ATP binding
NCU00923	GO:0001401	CC	SAM complex
NCU00924	GO:0042765	CC	GPI-anchor transamidase complex
NCU00924	GO:0016021	CC	integral component of membrane
NCU00924	GO:0016255	BP	attachment of GPI anchor to protein
NCU00925	GO:0042254	BP	ribosome biogenesis
NCU00925	GO:0005730	CC	nucleolus
NCU00927	GO:0003777	MF	microtubule motor activity
NCU00927	GO:0008017	MF	microtubule binding
NCU00927	GO:0007018	BP	microtubule-based movement
NCU00927	GO:0005524	MF	ATP binding
NCU00927	GO:0008017	MF	microtubule binding
NCU00927	GO:0007018	BP	microtubule-based movement
NCU00927	GO:0003777	MF	microtubule motor activity
NCU00927	GO:0007018	BP	microtubule-based movement
NCU00927	GO:0003777	MF	microtubule motor activity
NCU00927	GO:0005524	MF	ATP binding
NCU00931	GO:0004824	MF	lysine-tRNA ligase activity
NCU00931	GO:0005737	CC	cytoplasm
NCU00931	GO:0000166	MF	nucleotide binding
NCU00931	GO:0006430	BP	lysyl-tRNA aminoacylation
NCU00931	GO:0005524	MF	ATP binding
NCU00931	GO:0003676	MF	nucleic acid binding
NCU00931	GO:0000166	MF	nucleotide binding
NCU00931	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU00931	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU00931	GO:0005524	MF	ATP binding
NCU00939	GO:0016772	MF	transferase activity
NCU00939	GO:0016310	BP	 transferring phosphorus-containing groups
NCU00939	GO:0007165	BP	phosphorylation
NCU00939	GO:0000155	MF	signal transduction
NCU00939	GO:0000160	BP	phosphorelay sensor kinase activity
NCU00939	GO:0006355	BP	phosphorelay signal transduction system
NCU00939	GO:0000155	MF	regulation of transcription
NCU00939	GO:0007165	BP	 DNA-templated
NCU00943	GO:0004555	MF	alpha
NCU00943	GO:0005991	BP	alpha-trehalase activity
NCU00943	GO:0003824	MF	trehalose metabolic process
NCU00944	GO:0016829	MF	lyase activity
NCU00944	GO:0006520	BP	cellular amino acid metabolic process
NCU00944	GO:0003824	MF	catalytic activity
NCU00945	GO:0042025	CC	host cell nucleus
NCU00945	GO:0008270	MF	zinc ion binding
NCU00945	GO:0000981	MF	DNA-binding transcription factor activity
NCU00945	GO:0006355	BP	 RNA polymerase II-specific
NCU00945	GO:0003677	MF	regulation of transcription
NCU00945	GO:0005634	CC	 DNA-templated
NCU00945	GO:0006351	BP	DNA binding
NCU00945	GO:0008270	MF	nucleus
NCU00950	GO:0008033	BP	tRNA processing
NCU00950	GO:0055114	BP	oxidation-reduction process
NCU00950	GO:0017150	MF	tRNA dihydrouridine synthase activity
NCU00950	GO:0050660	MF	flavin adenine dinucleotide binding
NCU00950	GO:0003824	MF	catalytic activity
NCU00950	GO:0008033	BP	tRNA processing
NCU00950	GO:0017150	MF	tRNA dihydrouridine synthase activity
NCU00950	GO:0055114	BP	oxidation-reduction process
NCU00950	GO:0050660	MF	flavin adenine dinucleotide binding
NCU00951	GO:0005737	CC	cytoplasm
NCU00951	GO:0004427	MF	inorganic diphosphatase activity
NCU00951	GO:0006796	BP	phosphate-containing compound metabolic process
NCU00951	GO:0000287	MF	magnesium ion binding
NCU00951	GO:0005737	CC	cytoplasm
NCU00951	GO:0004427	MF	inorganic diphosphatase activity
NCU00951	GO:0000287	MF	magnesium ion binding
NCU00951	GO:0006796	BP	phosphate-containing compound metabolic process
NCU00953	GO:0006890	BP	retrograde vesicle-mediated transport
NCU00953	GO:0005484	MF	 Golgi to endoplasmic reticulum
NCU00954	GO:0051723	MF	protein methylesterase activity
NCU00954	GO:0006482	BP	protein demethylation
NCU00958	GO:0003824	MF	catalytic activity
NCU00959	GO:0051537	MF	2 iron
NCU00959	GO:0051536	MF	 2 sulfur cluster binding
NCU00959	GO:0009055	MF	iron-sulfur cluster binding
NCU00959	GO:0009055	MF	electron transfer activity
NCU00959	GO:0051536	MF	electron transfer activity
NCU00959	GO:0016491	MF	iron-sulfur cluster binding
NCU00959	GO:0006099	BP	oxidoreductase activity
NCU00959	GO:0055114	BP	tricarboxylic acid cycle
NCU00962	GO:0016592	CC	mediator complex
NCU00962	GO:0003712	MF	transcription coregulator activity
NCU00962	GO:0006357	BP	regulation of transcription by RNA polymerase II
NCU00963	GO:0055114	BP	oxidation-reduction process
NCU00963	GO:0004488	MF	methylenetetrahydrofolate dehydrogenase (NADP+) activity
NCU00963	GO:0004488	MF	methylenetetrahydrofolate dehydrogenase (NADP+) activity
NCU00964	GO:0097428	BP	protein maturation by iron-sulfur cluster transfer
NCU00965	GO:0016021	CC	integral component of membrane
NCU00965	GO:0006465	BP	signal peptide processing
NCU00965	GO:0005787	CC	signal peptidase complex
NCU00966	GO:0016020	CC	membrane
NCU00967	GO:0046872	MF	metal ion binding
NCU00969	GO:0055114	BP	oxidation-reduction process
NCU00969	GO:0005739	CC	mitochondrion
NCU00970	GO:0005515	MF	protein binding
NCU00971	GO:0005840	CC	ribosome
NCU00971	GO:0003735	MF	structural constituent of ribosome
NCU00971	GO:0006412	BP	translation
NCU00971	GO:0003735	MF	structural constituent of ribosome
NCU00971	GO:0006412	BP	translation
NCU00971	GO:0015935	CC	small ribosomal subunit
NCU00971	GO:0003723	MF	RNA binding
NCU00972	GO:0015926	MF	glucosidase activity
NCU00973	GO:0055114	BP	oxidation-reduction process
NCU00973	GO:0016491	MF	oxidoreductase activity
NCU00974	GO:0009055	MF	electron transfer activity
NCU00974	GO:0015035	MF	protein disulfide oxidoreductase activity
NCU00974	GO:0045454	BP	cell redox homeostasis
NCU00977	GO:0005840	CC	ribosome
NCU00978	GO:0004672	MF	protein kinase activity
NCU00978	GO:0006468	BP	protein phosphorylation
NCU00978	GO:0005524	MF	ATP binding
NCU00978	GO:0004672	MF	protein kinase activity
NCU00978	GO:0006468	BP	protein phosphorylation
NCU00978	GO:0007093	BP	mitotic cell cycle checkpoint
NCU00978	GO:0004712	MF	protein serine/threonine/tyrosine kinase activity
NCU00978	GO:0051304	BP	chromosome separation
NCU00978	GO:0005524	MF	ATP binding
NCU00979	GO:0005840	CC	ribosome
NCU00979	GO:0003735	MF	structural constituent of ribosome
NCU00979	GO:0006414	BP	translational elongation
NCU00979	GO:0005840	CC	ribosome
NCU00979	GO:0003735	MF	structural constituent of ribosome
NCU00979	GO:0006412	BP	translation
NCU00985	GO:0005975	BP	carbohydrate metabolic process
NCU00985	GO:0004553	MF	hydrolase activity
NCU00987	GO:0020037	MF	heme binding
NCU00987	GO:0055114	BP	oxidation-reduction process
NCU00987	GO:0005506	MF	iron ion binding
NCU00987	GO:0016705	MF	oxidoreductase activity
NCU00988	GO:0016021	CC	integral component of membrane
NCU00988	GO:0022857	MF	transmembrane transporter activity
NCU00988	GO:0055085	BP	transmembrane transport
NCU00988	GO:0022857	MF	transmembrane transporter activity
NCU00988	GO:0055085	BP	transmembrane transport
NCU00988	GO:0016020	CC	membrane
NCU00988	GO:0022857	MF	transmembrane transporter activity
NCU00994	GO:0004190	MF	aspartic-type endopeptidase activity
NCU00994	GO:0006508	BP	proteolysis
NCU00998	GO:0016592	CC	mediator complex
NCU00998	GO:0003712	MF	transcription coregulator activity
NCU00998	GO:0006357	BP	regulation of transcription by RNA polymerase II
NCU01000	GO:0008239	MF	dipeptidyl-peptidase activity
NCU01000	GO:0016787	MF	hydrolase activity
NCU01002	GO:0005515	MF	protein binding
NCU01002	GO:0006890	BP	retrograde vesicle-mediated transport
NCU01002	GO:0005198	MF	 Golgi to endoplasmic reticulum
NCU01004	GO:0008654	BP	phospholipid biosynthetic process
NCU01004	GO:0004609	MF	phosphatidylserine decarboxylase activity
NCU01004	GO:0005509	MF	calcium ion binding
NCU01005	GO:0031511	CC	Mis6-Sim4 complex
NCU01006	GO:0005515	MF	protein binding
NCU01007	GO:0005840	CC	ribosome
NCU01007	GO:0006412	BP	translation
NCU01007	GO:0003735	MF	structural constituent of ribosome
NCU01008	GO:0019843	MF	rRNA binding
NCU01008	GO:0003723	MF	RNA binding
NCU01010	GO:0016311	BP	dephosphorylation
NCU01010	GO:0016791	MF	phosphatase activity
NCU01010	GO:0016311	BP	dephosphorylation
NCU01010	GO:0004725	MF	protein tyrosine phosphatase activity
NCU01013	GO:0003824	MF	catalytic activity
NCU01013	GO:0004655	MF	porphobilinogen synthase activity
NCU01013	GO:0046872	MF	metal ion binding
NCU01013	GO:0033014	BP	tetrapyrrole biosynthetic process
NCU01014	GO:0016747	MF	transferase activity
NCU01019	GO:0003676	MF	nucleic acid binding
NCU01021	GO:0005852	CC	eukaryotic translation initiation factor 3 complex
NCU01021	GO:0003743	MF	translation initiation factor activity
NCU01021	GO:0031369	MF	translation initiation factor binding
NCU01021	GO:0006413	BP	translational initiation
NCU01021	GO:0070122	MF	isopeptidase activity
NCU01021	GO:0008237	MF	metallopeptidase activity
NCU01021	GO:0005515	MF	protein binding
NCU01022	GO:0005634	CC	nucleus
NCU01023	GO:0005840	CC	ribosome
NCU01023	GO:0006412	BP	translation
NCU01023	GO:0003735	MF	structural constituent of ribosome
NCU01023	GO:0005840	CC	ribosome
NCU01023	GO:0003735	MF	structural constituent of ribosome
NCU01023	GO:0006412	BP	translation
NCU01024	GO:0044284	CC	mitochondrial crista junction
NCU01024	GO:0061617	CC	MICOS complex
NCU01024	GO:0042407	BP	cristae formation
NCU01041	GO:0004222	MF	metalloendopeptidase activity
NCU01041	GO:0006508	BP	proteolysis
NCU01042	GO:0005525	MF	GTP binding
NCU01042	GO:0003924	MF	GTPase activity
NCU01042	GO:0005525	MF	GTP binding
NCU01042	GO:0016020	CC	membrane
NCU01042	GO:0007165	BP	signal transduction
NCU01045	GO:0003723	MF	RNA binding
NCU01045	GO:0004521	MF	endoribonuclease activity
NCU01045	GO:0003723	MF	RNA binding
NCU01045	GO:0004540	MF	ribonuclease activity
NCU01047	GO:0046856	BP	phosphatidylinositol dephosphorylation
NCU01051	GO:0043386	BP	mycotoxin biosynthetic process
NCU01054	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
NCU01054	GO:0005672	CC	transcription factor TFIIA complex
NCU01055	GO:0015109	MF	chromate transmembrane transporter activity
NCU01055	GO:0015703	BP	chromate transport
NCU01057	GO:0016491	MF	oxidoreductase activity
NCU01057	GO:0055114	BP	oxidation-reduction process
NCU01059	GO:0005509	MF	calcium ion binding
NCU01059	GO:0004571	MF	mannosyl-oligosaccharide 1
NCU01059	GO:0016020	CC	2-alpha-mannosidase activity
NCU01059	GO:0003824	MF	membrane
NCU01059	GO:0004571	MF	catalytic activity
NCU01059	GO:0005509	MF	mannosyl-oligosaccharide 1
NCU01059	GO:0016020	CC	2-alpha-mannosidase activity
NCU01061	GO:0016787	MF	hydrolase activity
NCU01065	GO:0072488	BP	ammonium transmembrane transport
NCU01065	GO:0008519	MF	ammonium transmembrane transporter activity
NCU01065	GO:0016020	CC	membrane
NCU01065	GO:0015696	BP	ammonium transport
NCU01065	GO:0008519	MF	ammonium transmembrane transporter activity
NCU01065	GO:0016020	CC	membrane
NCU01066	GO:0016491	MF	oxidoreductase activity
NCU01066	GO:0055114	BP	oxidation-reduction process
