Gene	GOID	ONTOLOGY	TERM
TRIREDRAFT_120830	GO:0005525	MF	GTP binding
TRIREDRAFT_120833	GO:0006412	BP	translation
TRIREDRAFT_120833	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_120833	GO:0005840	CC	ribosome
TRIREDRAFT_120833	GO:0003723	MF	RNA binding
TRIREDRAFT_120833	GO:0006412	BP	translation
TRIREDRAFT_120833	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_120833	GO:0015935	CC	small ribosomal subunit
TRIREDRAFT_120836	GO:0005739	CC	mitochondrion
TRIREDRAFT_120836	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_120860	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_120860	GO:0004672	MF	protein kinase activity
TRIREDRAFT_120860	GO:0005524	MF	ATP binding
TRIREDRAFT_120860	GO:0005524	MF	ATP binding
TRIREDRAFT_120860	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_120860	GO:0004672	MF	protein kinase activity
TRIREDRAFT_120864	GO:0005515	MF	protein binding
TRIREDRAFT_120868	GO:0006412	BP	translation
TRIREDRAFT_120868	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_120868	GO:0005840	CC	ribosome
TRIREDRAFT_120872	GO:0008080	MF	N-acetyltransferase activity
TRIREDRAFT_120873	GO:0016787	MF	hydrolase activity
TRIREDRAFT_120884	GO:0016742	MF	hydroxymethyl-
TRIREDRAFT_120884	GO:0009058	BP	 formyl- and related transferase activity
TRIREDRAFT_120884	GO:0004644	MF	biosynthetic process
TRIREDRAFT_120884	GO:0006189	BP	phosphoribosylglycinamide formyltransferase activity
TRIREDRAFT_120889	GO:0005506	MF	iron ion binding
TRIREDRAFT_120889	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_120889	GO:0020037	MF	heme binding
TRIREDRAFT_120889	GO:0016705	MF	oxidoreductase activity
TRIREDRAFT_120889	GO:0005506	MF	 acting on paired donors
TRIREDRAFT_120889	GO:0020037	MF	 with incorporation or reduction of molecular oxygen
TRIREDRAFT_120889	GO:0055114	BP	iron ion binding
TRIREDRAFT_120889	GO:0016705	MF	heme binding
TRIREDRAFT_120893	GO:0005524	MF	ATP binding
TRIREDRAFT_120899	GO:0005515	MF	protein binding
TRIREDRAFT_120911	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_120911	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_120912	GO:0005515	MF	protein binding
TRIREDRAFT_120927	GO:0003824	MF	catalytic activity
TRIREDRAFT_120927	GO:0009116	BP	nucleoside metabolic process
TRIREDRAFT_120940	GO:0007034	BP	vacuolar transport
TRIREDRAFT_120943	GO:0019551	BP	glutamate catabolic process to 2-oxoglutarate
TRIREDRAFT_120943	GO:0004352	MF	glutamate dehydrogenase (NAD+) activity
TRIREDRAFT_120943	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_120943	GO:0006520	BP	cellular amino acid metabolic process
TRIREDRAFT_120943	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_120943	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_120952	GO:0009116	BP	nucleoside metabolic process
TRIREDRAFT_120952	GO:0004044	MF	amidophosphoribosyltransferase activity
TRIREDRAFT_120952	GO:0009113	BP	purine nucleobase biosynthetic process
TRIREDRAFT_120968	GO:0046872	MF	metal ion binding
TRIREDRAFT_120968	GO:0030001	BP	metal ion transport
TRIREDRAFT_120968	GO:0046872	MF	metal ion binding
TRIREDRAFT_120968	GO:0006801	BP	superoxide metabolic process
TRIREDRAFT_120969	GO:0005515	MF	protein binding
TRIREDRAFT_120972	GO:0016021	CC	integral component of membrane
TRIREDRAFT_120978	GO:0006412	BP	translation
TRIREDRAFT_120978	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_120978	GO:0005840	CC	ribosome
TRIREDRAFT_120983	GO:0009116	BP	nucleoside metabolic process
TRIREDRAFT_120988	GO:0008270	MF	zinc ion binding
TRIREDRAFT_120988	GO:0006355	BP	regulation of transcription
TRIREDRAFT_120988	GO:0042025	CC	 DNA-templated
TRIREDRAFT_120988	GO:0000981	MF	host cell nucleus
TRIREDRAFT_120988	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_120988	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_120988	GO:0042025	CC	regulation of transcription
TRIREDRAFT_120988	GO:0000981	MF	 DNA-templated
TRIREDRAFT_120993	GO:0008270	MF	zinc ion binding
TRIREDRAFT_120993	GO:0006355	BP	regulation of transcription
TRIREDRAFT_120993	GO:0042025	CC	 DNA-templated
TRIREDRAFT_120993	GO:0000981	MF	host cell nucleus
TRIREDRAFT_120994	GO:0005524	MF	ATP binding
TRIREDRAFT_120994	GO:0051082	MF	unfolded protein binding
TRIREDRAFT_120994	GO:0006457	BP	protein folding
TRIREDRAFT_120994	GO:0051082	MF	unfolded protein binding
TRIREDRAFT_120994	GO:0005524	MF	ATP binding
TRIREDRAFT_120994	GO:0006457	BP	protein folding
TRIREDRAFT_120994	GO:0005524	MF	ATP binding
TRIREDRAFT_120998	GO:0004185	MF	serine-type carboxypeptidase activity
TRIREDRAFT_120998	GO:0005773	CC	vacuole
TRIREDRAFT_120998	GO:0004185	MF	serine-type carboxypeptidase activity
TRIREDRAFT_120998	GO:0006508	BP	proteolysis
TRIREDRAFT_121000	GO:0006436	BP	tryptophanyl-tRNA aminoacylation
TRIREDRAFT_121000	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121000	GO:0005524	MF	ATP binding
TRIREDRAFT_121000	GO:0004830	MF	tryptophan-tRNA ligase activity
TRIREDRAFT_121000	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121000	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121000	GO:0005524	MF	ATP binding
TRIREDRAFT_121000	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121000	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121000	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121000	GO:0005524	MF	ATP binding
TRIREDRAFT_121000	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121003	GO:0006412	BP	translation
TRIREDRAFT_121003	GO:0005840	CC	ribosome
TRIREDRAFT_121003	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121003	GO:0003723	MF	RNA binding
TRIREDRAFT_121003	GO:0006412	BP	translation
TRIREDRAFT_121003	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121003	GO:0005840	CC	ribosome
TRIREDRAFT_121003	GO:0003723	MF	RNA binding
TRIREDRAFT_121003	GO:0003676	MF	nucleic acid binding
TRIREDRAFT_121009	GO:0005839	CC	proteasome core complex
TRIREDRAFT_121009	GO:0051603	BP	proteolysis involved in cellular protein catabolic process
TRIREDRAFT_121009	GO:0005839	CC	proteasome core complex
TRIREDRAFT_121009	GO:0051603	BP	proteolysis involved in cellular protein catabolic process
TRIREDRAFT_121009	GO:0004298	MF	threonine-type endopeptidase activity
TRIREDRAFT_121011	GO:0046872	MF	metal ion binding
TRIREDRAFT_121019	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121019	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121019	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121019	GO:0006099	BP	tricarboxylic acid cycle
TRIREDRAFT_121019	GO:0050660	MF	flavin adenine dinucleotide binding
TRIREDRAFT_121019	GO:0016627	MF	oxidoreductase activity
TRIREDRAFT_121019	GO:0055114	BP	 acting on the CH-CH group of donors
TRIREDRAFT_121019	GO:0050660	MF	oxidation-reduction process
TRIREDRAFT_121019	GO:0016627	MF	flavin adenine dinucleotide binding
TRIREDRAFT_121019	GO:0022900	BP	oxidoreductase activity
TRIREDRAFT_121023	GO:0003924	MF	GTPase activity
TRIREDRAFT_121023	GO:0005525	MF	GTP binding
TRIREDRAFT_121023	GO:0005525	MF	GTP binding
TRIREDRAFT_121031	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121031	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121031	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121031	GO:0004832	MF	valine-tRNA ligase activity
TRIREDRAFT_121031	GO:0005524	MF	ATP binding
TRIREDRAFT_121031	GO:0005737	CC	cytoplasm
TRIREDRAFT_121031	GO:0006438	BP	valyl-tRNA aminoacylation
TRIREDRAFT_121031	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121031	GO:0004832	MF	valine-tRNA ligase activity
TRIREDRAFT_121031	GO:0005524	MF	ATP binding
TRIREDRAFT_121031	GO:0006438	BP	valyl-tRNA aminoacylation
TRIREDRAFT_121031	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121031	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121031	GO:0005524	MF	ATP binding
TRIREDRAFT_121031	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121031	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121031	GO:0002161	MF	aminoacyl-tRNA editing activity
TRIREDRAFT_121031	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121031	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121031	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121031	GO:0005524	MF	ATP binding
TRIREDRAFT_121031	GO:0006418	BP	tRNA aminoacylation for protein translation
TRIREDRAFT_121051	GO:0005524	MF	ATP binding
TRIREDRAFT_121051	GO:0004821	MF	histidine-tRNA ligase activity
TRIREDRAFT_121051	GO:0006427	BP	histidyl-tRNA aminoacylation
TRIREDRAFT_121051	GO:0005737	CC	cytoplasm
TRIREDRAFT_121061	GO:0005515	MF	protein binding
TRIREDRAFT_121061	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_121061	GO:0004672	MF	protein kinase activity
TRIREDRAFT_121061	GO:0005524	MF	ATP binding
TRIREDRAFT_121061	GO:0005524	MF	ATP binding
TRIREDRAFT_121061	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_121061	GO:0004672	MF	protein kinase activity
TRIREDRAFT_121068	GO:0004615	MF	phosphomannomutase activity
TRIREDRAFT_121068	GO:0009298	BP	GDP-mannose biosynthetic process
TRIREDRAFT_121071	GO:0007165	BP	signal transduction
TRIREDRAFT_121073	GO:0005515	MF	protein binding
TRIREDRAFT_121073	GO:0045292	BP	mRNA cis splicing
TRIREDRAFT_121074	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121074	GO:0000981	MF	 DNA-templated
TRIREDRAFT_121074	GO:0003677	MF	DNA-binding transcription factor activity
TRIREDRAFT_121080	GO:0005634	CC	nucleus
TRIREDRAFT_121080	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121080	GO:0043565	MF	 DNA-templated
TRIREDRAFT_121080	GO:0046982	MF	sequence-specific DNA binding
TRIREDRAFT_121091	GO:0015074	BP	DNA integration
TRIREDRAFT_121091	GO:0003677	MF	DNA binding
TRIREDRAFT_121091	GO:0006313	BP	transposition
TRIREDRAFT_121098	GO:0005507	MF	copper ion binding
TRIREDRAFT_121098	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121098	GO:0005507	MF	copper ion binding
TRIREDRAFT_121098	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121098	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121107	GO:0005634	CC	nucleus
TRIREDRAFT_121107	GO:0008270	MF	zinc ion binding
TRIREDRAFT_121107	GO:0003677	MF	DNA binding
TRIREDRAFT_121107	GO:0006351	BP	transcription
TRIREDRAFT_121107	GO:0006355	BP	 DNA-templated
TRIREDRAFT_121107	GO:0008270	MF	regulation of transcription
TRIREDRAFT_121107	GO:0042025	CC	 DNA-templated
TRIREDRAFT_121107	GO:0000981	MF	zinc ion binding
TRIREDRAFT_121107	GO:0008270	MF	host cell nucleus
TRIREDRAFT_121107	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_121107	GO:0042025	CC	 RNA polymerase II-specific
TRIREDRAFT_121107	GO:0000981	MF	zinc ion binding
TRIREDRAFT_121121	GO:0008270	MF	zinc ion binding
TRIREDRAFT_121121	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121121	GO:0042025	CC	 DNA-templated
TRIREDRAFT_121121	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121121	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_121121	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_121121	GO:0042025	CC	regulation of transcription
TRIREDRAFT_121121	GO:0000981	MF	 DNA-templated
TRIREDRAFT_121127	GO:0004553	MF	hydrolase activity
TRIREDRAFT_121127	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
TRIREDRAFT_121130	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121130	GO:0008270	MF	 DNA-templated
TRIREDRAFT_121130	GO:0042025	CC	zinc ion binding
TRIREDRAFT_121130	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121130	GO:0008270	MF	DNA-binding transcription factor activity
TRIREDRAFT_121130	GO:0006355	BP	 RNA polymerase II-specific
TRIREDRAFT_121130	GO:0042025	CC	zinc ion binding
TRIREDRAFT_121130	GO:0000981	MF	regulation of transcription
TRIREDRAFT_121133	GO:0006508	BP	proteolysis
TRIREDRAFT_121133	GO:0004190	MF	aspartic-type endopeptidase activity
TRIREDRAFT_121138	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121138	GO:0008270	MF	 DNA-templated
TRIREDRAFT_121138	GO:0042025	CC	zinc ion binding
TRIREDRAFT_121138	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121138	GO:0008270	MF	DNA-binding transcription factor activity
TRIREDRAFT_121138	GO:0006355	BP	 RNA polymerase II-specific
TRIREDRAFT_121138	GO:0042025	CC	zinc ion binding
TRIREDRAFT_121138	GO:0000981	MF	regulation of transcription
TRIREDRAFT_121139	GO:0055085	BP	transmembrane transport
TRIREDRAFT_121139	GO:0016021	CC	integral component of membrane
TRIREDRAFT_121139	GO:0006865	BP	amino acid transport
TRIREDRAFT_121139	GO:0055085	BP	transmembrane transport
TRIREDRAFT_121139	GO:0016020	CC	membrane
TRIREDRAFT_121143	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121143	GO:0000049	MF	tRNA binding
TRIREDRAFT_121143	GO:0043039	BP	tRNA aminoacylation
TRIREDRAFT_121143	GO:0005524	MF	ATP binding
TRIREDRAFT_121143	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121143	GO:0006432	BP	phenylalanyl-tRNA aminoacylation
TRIREDRAFT_121143	GO:0005737	CC	cytoplasm
TRIREDRAFT_121143	GO:0005524	MF	ATP binding
TRIREDRAFT_121143	GO:0004826	MF	phenylalanine-tRNA ligase activity
TRIREDRAFT_121156	GO:0009308	BP	amine metabolic process
TRIREDRAFT_121156	GO:0048038	MF	quinone binding
TRIREDRAFT_121156	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121156	GO:0005507	MF	copper ion binding
TRIREDRAFT_121156	GO:0008131	MF	primary amine oxidase activity
TRIREDRAFT_121158	GO:0005524	MF	ATP binding
TRIREDRAFT_121158	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_121158	GO:0004672	MF	protein kinase activity
TRIREDRAFT_121158	GO:0005524	MF	ATP binding
TRIREDRAFT_121158	GO:0006468	BP	protein phosphorylation
TRIREDRAFT_121158	GO:0004672	MF	protein kinase activity
TRIREDRAFT_121164	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121164	GO:0008270	MF	 DNA-templated
TRIREDRAFT_121164	GO:0042025	CC	zinc ion binding
TRIREDRAFT_121164	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121164	GO:0005634	CC	DNA-binding transcription factor activity
TRIREDRAFT_121164	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_121164	GO:0003677	MF	nucleus
TRIREDRAFT_121164	GO:0006351	BP	zinc ion binding
TRIREDRAFT_121164	GO:0008270	MF	DNA binding
TRIREDRAFT_121164	GO:0006355	BP	transcription
TRIREDRAFT_121164	GO:0042025	CC	 DNA-templated
TRIREDRAFT_121164	GO:0000981	MF	zinc ion binding
TRIREDRAFT_121166	GO:0008168	MF	methyltransferase activity
TRIREDRAFT_121166	GO:0008168	MF	methyltransferase activity
TRIREDRAFT_121166	GO:0006694	BP	steroid biosynthetic process
TRIREDRAFT_121171	GO:0000076	BP	DNA replication checkpoint
TRIREDRAFT_121171	GO:0006974	BP	cellular response to DNA damage stimulus
TRIREDRAFT_121171	GO:0005634	CC	nucleus
TRIREDRAFT_121171	GO:0048478	BP	replication fork protection
TRIREDRAFT_121175	GO:0016311	BP	dephosphorylation
TRIREDRAFT_121175	GO:0004725	MF	protein tyrosine phosphatase activity
TRIREDRAFT_121175	GO:0016311	BP	dephosphorylation
TRIREDRAFT_121175	GO:0016791	MF	phosphatase activity
TRIREDRAFT_121191	GO:0008080	MF	N-acetyltransferase activity
TRIREDRAFT_121191	GO:0004343	MF	glucosamine 6-phosphate N-acetyltransferase activity
TRIREDRAFT_121191	GO:0006048	BP	UDP-N-acetylglucosamine biosynthetic process
TRIREDRAFT_121203	GO:0005743	CC	mitochondrial inner membrane
TRIREDRAFT_121206	GO:0016021	CC	integral component of membrane
TRIREDRAFT_121206	GO:0008521	MF	acetyl-CoA transmembrane transporter activity
TRIREDRAFT_121206	GO:0016020	CC	membrane
TRIREDRAFT_121219	GO:0006412	BP	translation
TRIREDRAFT_121219	GO:0005840	CC	ribosome
TRIREDRAFT_121219	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121219	GO:0006412	BP	translation
TRIREDRAFT_121219	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121219	GO:0005840	CC	ribosome
TRIREDRAFT_121223	GO:0005525	MF	GTP binding
TRIREDRAFT_121223	GO:0003924	MF	GTPase activity
TRIREDRAFT_121223	GO:0005525	MF	GTP binding
TRIREDRAFT_121230	GO:0016126	BP	sterol biosynthetic process
TRIREDRAFT_121230	GO:0004506	MF	squalene monooxygenase activity
TRIREDRAFT_121230	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121230	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121230	GO:0004506	MF	squalene monooxygenase activity
TRIREDRAFT_121230	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121230	GO:0050660	MF	flavin adenine dinucleotide binding
TRIREDRAFT_121230	GO:0016021	CC	integral component of membrane
TRIREDRAFT_121238	GO:0005515	MF	protein binding
TRIREDRAFT_121238	GO:0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
TRIREDRAFT_121238	GO:0016579	BP	protein deubiquitination
TRIREDRAFT_121238	GO:0036459	MF	thiol-dependent ubiquitinyl hydrolase activity
TRIREDRAFT_121238	GO:0006511	BP	ubiquitin-dependent protein catabolic process
TRIREDRAFT_121247	GO:0072659	BP	protein localization to plasma membrane
TRIREDRAFT_121248	GO:0043461	BP	proton-transporting ATP synthase complex assembly
TRIREDRAFT_121252	GO:0008270	MF	zinc ion binding
TRIREDRAFT_121252	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121252	GO:0042025	CC	 DNA-templated
TRIREDRAFT_121252	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121252	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_121252	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_121252	GO:0042025	CC	regulation of transcription
TRIREDRAFT_121252	GO:0000981	MF	 DNA-templated
TRIREDRAFT_121255	GO:0016829	MF	lyase activity
TRIREDRAFT_121255	GO:0019629	BP	propionate catabolic process
TRIREDRAFT_121255	GO:0047547	MF	 2-methylcitrate cycle
TRIREDRAFT_121255	GO:0051537	MF	2-methylcitrate dehydratase activity
TRIREDRAFT_121262	GO:0003677	MF	DNA binding
TRIREDRAFT_121262	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121262	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121262	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121275	GO:0004129	MF	cytochrome-c oxidase activity
TRIREDRAFT_121275	GO:0005751	CC	mitochondrial respiratory chain complex IV
TRIREDRAFT_121275	GO:0005743	CC	mitochondrial inner membrane
TRIREDRAFT_121276	GO:0005543	MF	phospholipid binding
TRIREDRAFT_121276	GO:0003779	MF	actin binding
TRIREDRAFT_121276	GO:0030276	MF	clathrin binding
TRIREDRAFT_121276	GO:0006897	BP	endocytosis
TRIREDRAFT_121278	GO:0006412	BP	translation
TRIREDRAFT_121278	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121278	GO:0005840	CC	ribosome
TRIREDRAFT_121284	GO:0006807	BP	nitrogen compound metabolic process
TRIREDRAFT_121284	GO:0008418	MF	protein-N-terminal asparagine amidohydrolase activity
TRIREDRAFT_121284	GO:0070773	MF	protein-N-terminal glutamine amidohydrolase activity
TRIREDRAFT_121294	GO:0004553	MF	hydrolase activity
TRIREDRAFT_121294	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
TRIREDRAFT_121295	GO:0043048	BP	dolichyl monophosphate biosynthetic process
TRIREDRAFT_121295	GO:0004168	MF	dolichol kinase activity
TRIREDRAFT_121298	GO:0008863	MF	formate dehydrogenase (NAD+) activity
TRIREDRAFT_121298	GO:0051287	MF	NAD binding
TRIREDRAFT_121298	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121298	GO:0051287	MF	NAD binding
TRIREDRAFT_121298	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121298	GO:0016616	MF	oxidoreductase activity
TRIREDRAFT_121306	GO:0006508	BP	proteolysis
TRIREDRAFT_121306	GO:0004190	MF	aspartic-type endopeptidase activity
TRIREDRAFT_121308	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121308	GO:0055114	BP	oxidation-reduction process
TRIREDRAFT_121308	GO:0016491	MF	oxidoreductase activity
TRIREDRAFT_121308	GO:0016620	MF	oxidoreductase activity
TRIREDRAFT_121308	GO:0055114	BP	 acting on the aldehyde or oxo group of donors
TRIREDRAFT_121310	GO:0005634	CC	nucleus
TRIREDRAFT_121310	GO:0008270	MF	zinc ion binding
TRIREDRAFT_121310	GO:0003677	MF	DNA binding
TRIREDRAFT_121310	GO:0006351	BP	transcription
TRIREDRAFT_121310	GO:0008270	MF	 DNA-templated
TRIREDRAFT_121310	GO:0006355	BP	zinc ion binding
TRIREDRAFT_121310	GO:0042025	CC	regulation of transcription
TRIREDRAFT_121310	GO:0000981	MF	 DNA-templated
TRIREDRAFT_121310	GO:0006355	BP	host cell nucleus
TRIREDRAFT_121310	GO:0008270	MF	DNA-binding transcription factor activity
TRIREDRAFT_121310	GO:0042025	CC	 RNA polymerase II-specific
TRIREDRAFT_121310	GO:0000981	MF	regulation of transcription
TRIREDRAFT_121312	GO:0016020	CC	membrane
TRIREDRAFT_121325	GO:0045454	BP	cell redox homeostasis
TRIREDRAFT_121338	GO:0033588	CC	Elongator holoenzyme complex
TRIREDRAFT_121338	GO:0002098	BP	tRNA wobble uridine modification
TRIREDRAFT_121343	GO:0019773	CC	proteasome core complex
TRIREDRAFT_121343	GO:0006511	BP	 alpha-subunit complex
TRIREDRAFT_121343	GO:0005839	CC	ubiquitin-dependent protein catabolic process
TRIREDRAFT_121343	GO:0051603	BP	proteasome core complex
TRIREDRAFT_121343	GO:0019773	CC	proteolysis involved in cellular protein catabolic process
TRIREDRAFT_121345	GO:0003824	MF	catalytic activity
TRIREDRAFT_121345	GO:0004648	MF	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
TRIREDRAFT_121345	GO:0006564	BP	L-serine biosynthetic process
TRIREDRAFT_121351	GO:0004553	MF	hydrolase activity
TRIREDRAFT_121351	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
TRIREDRAFT_121351	GO:0003824	MF	carbohydrate metabolic process
TRIREDRAFT_121351	GO:0030246	MF	catalytic activity
TRIREDRAFT_121351	GO:0005975	BP	carbohydrate binding
TRIREDRAFT_121355	GO:0004553	MF	hydrolase activity
TRIREDRAFT_121355	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
TRIREDRAFT_121355	GO:0005975	BP	carbohydrate metabolic process
TRIREDRAFT_121359	GO:0005515	MF	protein binding
TRIREDRAFT_121363	GO:0005643	CC	nuclear pore
TRIREDRAFT_121363	GO:0016973	BP	poly(A)+ mRNA export from nucleus
TRIREDRAFT_121367	GO:0046034	BP	ATP metabolic process
TRIREDRAFT_121367	GO:1902600	BP	proton transmembrane transport
TRIREDRAFT_121367	GO:0046034	BP	ATP metabolic process
TRIREDRAFT_121367	GO:1902600	BP	proton transmembrane transport
TRIREDRAFT_121367	GO:0046961	MF	proton-transporting ATPase activity
TRIREDRAFT_121367	GO:0033180	CC	 rotational mechanism
TRIREDRAFT_121367	GO:0005524	MF	proton-transporting V-type ATPase
TRIREDRAFT_121372	GO:0006412	BP	translation
TRIREDRAFT_121372	GO:0005840	CC	ribosome
TRIREDRAFT_121372	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121374	GO:0008299	BP	isoprenoid biosynthetic process
TRIREDRAFT_121374	GO:0004496	MF	mevalonate kinase activity
TRIREDRAFT_121374	GO:0005737	CC	cytoplasm
TRIREDRAFT_121374	GO:0005524	MF	ATP binding
TRIREDRAFT_121374	GO:0005524	MF	ATP binding
TRIREDRAFT_121381	GO:0005524	MF	ATP binding
TRIREDRAFT_121381	GO:0046872	MF	metal ion binding
TRIREDRAFT_121397	GO:0015031	BP	protein transport
TRIREDRAFT_121397	GO:0016020	CC	membrane
TRIREDRAFT_121405	GO:0003867	MF	4-aminobutyrate transaminase activity
TRIREDRAFT_121405	GO:0009448	BP	gamma-aminobutyric acid metabolic process
TRIREDRAFT_121405	GO:0008483	MF	transaminase activity
TRIREDRAFT_121405	GO:0030170	MF	pyridoxal phosphate binding
TRIREDRAFT_121405	GO:0003824	MF	catalytic activity
TRIREDRAFT_121408	GO:0006412	BP	translation
TRIREDRAFT_121408	GO:0005840	CC	ribosome
TRIREDRAFT_121408	GO:0003735	MF	structural constituent of ribosome
TRIREDRAFT_121411	GO:0004864	MF	protein phosphatase inhibitor activity
TRIREDRAFT_121411	GO:0043666	BP	regulation of phosphoprotein phosphatase activity
TRIREDRAFT_121411	GO:0009966	BP	regulation of signal transduction
TRIREDRAFT_121412	GO:0008270	MF	zinc ion binding
TRIREDRAFT_121412	GO:0006355	BP	regulation of transcription
TRIREDRAFT_121412	GO:0042025	CC	 DNA-templated
TRIREDRAFT_121412	GO:0000981	MF	host cell nucleus
TRIREDRAFT_121412	GO:0006355	BP	DNA-binding transcription factor activity
TRIREDRAFT_121412	GO:0008270	MF	 RNA polymerase II-specific
TRIREDRAFT_121412	GO:0042025	CC	regulation of transcription
TRIREDRAFT_121412	GO:0000981	MF	 DNA-templated
TRIREDRAFT_121412	GO:0005634	CC	zinc ion binding
TRIREDRAFT_121412	GO:0008270	MF	host cell nucleus
TRIREDRAFT_121412	GO:0003677	MF	DNA-binding transcription factor activity
TRIREDRAFT_121412	GO:0006351	BP	 RNA polymerase II-specific
TRIREDRAFT_121420	GO:0000166	MF	nucleotide binding
TRIREDRAFT_121420	GO:0006424	BP	glutamyl-tRNA aminoacylation
TRIREDRAFT_121420	GO:0004818	MF	glutamate-tRNA ligase activity
TRIREDRAFT_121420	GO:0005524	MF	ATP binding
TRIREDRAFT_121420	GO:0005737	CC	cytoplasm
TRIREDRAFT_121420	GO:0004812	MF	aminoacyl-tRNA ligase activity
TRIREDRAFT_121420	GO:0000166	MF	nucleotide binding
